,feature,tfidf,ig_value
429,beragam,0.0,0.0007979393802941548
430,beragama,0.0,0.0007979393802941548
431,berakhir,0.0,0.0007841756598852001
432,beralih,0.0,0.0007979393802941548
433,beralihnya,0.0,0.0009667991902708728
434,berancang,0.0,0.0007841756598852001
435,berangkat,0.0,0.0007979393802941548
436,berani,0.0,0.0007841756598852001
437,berapa,0.0,0.0019346310613057582
438,berapapun,0.0,0.0007979393802941548
439,berarti,0.0,0.006653755500907188
440,berasa,0.0,0.0007979393802941548
441,berasal,0.0,0.0023661976522391104
442,berastagi,0.0,0.0007979393802941548
443,berat,0.0,0.007271204348786364
444,berau,0.0,0.01583660773322082
445,berawal,0.0,0.0007841756598852001
446,berb,0.0,0.0007979393802941548
447,berbagai,0.0,0.010205984211653751
448,berbagi,0.0,0.001750564702292623
449,berbahasa,0.0,0.0007979393802941548
450,berbangsa,0.0,0.0007841756598852001
451,berbasis,0.0,0.0015690787865341171
452,berbau,0.0,0.0007979393802941548
453,berbeda,0.0,0.0025350574622156063
454,berbelit,0.0,0.0007979393802941548
455,berbicara,0.0,0.0015966267866678319
456,berdampak,0.0,0.010605634543129128
457,berdampakhanya,0.0,0.0009667991902708728
458,berdapak,0.0,0.0007841756598852001
459,berdarah,0.0,0.0009667991902708728
460,berdasarkan,0.0,0.0143976919725326
461,berdaulat,0.0,0.001581704892316127
462,berdebat,0.0,0.0015966267866678319
463,berdekatan,0.0,0.0007841756598852001
464,berdiakusi,0.0,0.0009667991902708728
465,berdiskusi,0.0,0.0017643284227015776
466,berdoa,0.0,0.001750564702292623
467,berencana,0.0,0.0036864426658043126
468,beres,0.0,0.003179008306603226
469,beresin,0.0,0.001581704892316127
470,berfaedah,0.0,0.0007979393802941548
471,berfikir,0.0,0.001581704892316127
472,berfikirnya,0.0,0.0007841756598852001
473,berfirman,0.0,0.0007979393802941548
474,bergegap,0.0,0.0007841756598852001
475,bergejolak,0.0,0.0031962517947285995
476,bergentayangan,0.0,0.0007841756598852001
477,bergerak,0.0,0.0015966267866678319
478,bergeser,0.0,0.0009667991902708728
479,bergolak,0.0,0.0007979393802941548
480,bergosip,0.0,0.0007979393802941548
481,bergulir,0.0,0.003179008306603226
482,berguna,0.0,0.0015966267866678319
483,berhadapan,0.0,0.0009667991902708728
484,berhak,0.0,0.0007979393802941548
485,berharap,0.0,0.010421465082740333
486,berhasil,0.0,0.0031514191263244395
487,berhasilkah,0.0,0.0009667991902708728
488,berhati,0.0,0.0009667991902708728
489,berhematlah,0.0,0.0007979393802941548
490,berhenti,0.0,0.0007979393802941548
491,berhubungan,0.0,0.0009667991902708728
492,berhusnudzon,0.0,0.0007841756598852001
493,beri,0.0,0.005711414335247245
494,beribadah,0.0,0.0007979393802941548
